benchmark,title,group,code,family,BU,schedule,original_range,step,ak_annual_salary,p50,p65,mu,sigma,ak_percentile,ak_as_percent_of_p50,ak_as_percent_of_p65,ak_diff_from_p50,ak_diff_from_p65,p50_90pct_percentile,p50_95pct_percentile,p65_90pct_percentile,p65_95pct_percentile
205,Publications Specialist 2,"Education, Information, Libraries, and Museums",PE0632,"PE06 ‐ Arts, Photography, and Information",GP,200,16.0,A,57974,61488.0,64110.0,61488.0,6804.725491084124,0.30278549303687896,0.9428506375227687,0.9042895024177195,-3514.0,-6136.0,0.1831018200358957,0.3257052101639147,0.288825572766896,0.4658328814871508
205,Publications Specialist 2,"Education, Information, Libraries, and Museums",PE0632,"PE06 ‐ Arts, Photography, and Information",GP,200,16.0,F,69147,70127.0,73183.0,70127.0,7931.060679158308,0.45082992852168047,0.9860253540005989,0.9448505800527445,-980.0,-4036.0,0.18829221871178825,0.3292071415323392,0.29548922848679793,0.4696900188978841
205,Publications Specialist 2,"Education, Information, Libraries, and Museums",PE0632,"PE06 ‐ Arts, Photography, and Information",GP,200,16.0,O,87399,79685.0,86544.0,79685.0,17800.767407836007,0.6676205044922783,1.0968061743113509,1.0098793677204658,7714.0,855.0,0.3272031803253145,0.4114468859870709,0.45983047272180033,0.5565507621028922
206,Information Officer 2,"Education, Information, Libraries, and Museums",PE0642,"PE06 ‐ Arts, Photography, and Information",GP,200,17.0,A,62069,75588.0,77309.0,75588.0,4466.412116764217,0.0012357287479253882,0.8211488596073451,0.8028690061959151,-13519.0,-15240.0,0.045288190937436516,0.19872545714865886,0.08921953783183945,0.3155681512894849
206,Information Officer 2,"Education, Information, Libraries, and Museums",PE0642,"PE06 ‐ Arts, Photography, and Information",GP,200,17.0,F,74003,87446.0,88530.0,87446.0,2813.2427278166247,8.831642742062443e-07,0.8462708414335705,0.8359087315034451,-13443.0,-14527.0,0.0009406111460554242,0.060070132342568826,0.002876104999254348,0.117390964069367
206,Information Officer 2,"Education, Information, Libraries, and Museums",PE0642,"PE06 ‐ Arts, Photography, and Information",GP,200,17.0,O,93386,97489.0,100421.0,97489.0,7609.2506254228265,0.29487025651015303,0.957913200463642,0.9299449318369664,-4103.0,-7035.0,0.10006337214191374,0.2608928349892413,0.1750482494487725,0.3918345144602971
207,Department Communications Manager,"Education, Information, Libraries, and Museums",PE0645,"PE06 ‐ Arts, Photography, and Information",SS,200,22.0,A,95326,94920.0,101092.0,94920.0,16017.835900446687,0.510110805562038,1.0042772861356932,0.9429628457246865,406.0,-5766.0,0.27672798246957253,0.38350251376937744,0.4029181434456716,0.52780755236588
207,Department Communications Manager,"Education, Information, Libraries, and Museums",PE0645,"PE06 ‐ Arts, Photography, and Information",SS,200,22.0,E,108867,113443.0,120624.0,113443.0,18636.435450600722,0.40301896996402103,0.9596625618151847,0.9025318344608039,-4576.0,-11757.0,0.27135628661868366,0.380427544639607,0.39668856428130533,0.5245976756972444
207,Department Communications Manager,"Education, Information, Libraries, and Museums",PE0645,"PE06 ‐ Arts, Photography, and Information",SS,200,22.0,O,131893,132673.0,145411.0,132673.0,33058.19729421417,0.49058792874089413,0.9941208836764074,0.9070359188782142,-780.0,-13518.0,0.3440879918325077,0.42047994703536984,0.4782511939787199,0.5656809492748482
208,Child Support Enforcement Specialist 1,"Social, Benefit, and Employment Services",PF01A1,PF01 ‐ Public Programs,GP,200,16.0,A,57974,51289.0,56752.0,51289.0,14177.80906094301,0.6813622449172407,1.130339838951822,1.0215322808006766,6685.0,1222.0,0.3587673851173731,0.42823177246666716,0.4940292332199346,0.573454781031602
208,Child Support Enforcement Specialist 1,"Social, Benefit, and Employment Services",PF01A1,PF01 ‐ Public Programs,GP,200,16.0,F,69147,64567.0,66642.0,64567.0,5385.127915331639,0.8024737731613787,1.070934068486998,1.0375889078959215,4580.0,2505.0,0.11526644119893942,0.2744218710149602,0.1970518579570289,0.4077101849015982
208,Child Support Enforcement Specialist 1,"Social, Benefit, and Employment Services",PF01A1,PF01 ‐ Public Programs,GP,200,16.0,O,87399,74822.0,76465.0,74822.0,4263.983211995124,0.9984090178867001,1.1680922723263212,1.1429935264500097,12577.0,10934.0,0.03965153217739369,0.19014227501948372,0.07957207557129836,0.3045643137746519
209,Child Support Enforcement Specialist 3,"Social, Benefit, and Employment Services",PF01A3,PF01 ‐ Public Programs,SS,200,20.0,A,83470,76385.0,78365.0,76385.0,5138.579890292359,0.9160195673727137,1.0927538129213852,1.0651438780067632,7085.0,5105.0,0.06857343289006711,0.22866513921265846,0.1272032002536661,0.35301410506284797
209,Child Support Enforcement Specialist 3,"Social, Benefit, and Employment Services",PF01A3,PF01 ‐ Public Programs,SS,200,20.0,E,95326,85540.0,86452.0,85540.0,2366.8610403770867,0.9999822205561463,1.1144026186579379,1.1026465553139315,9786.0,8874.0,0.00015071417511273267,0.03537843547245441,0.0005429292984441465,0.07479513206367641
209,Child Support Enforcement Specialist 3,"Social, Benefit, and Employment Services",PF01A3,PF01 ‐ Public Programs,SS,200,20.0,O,115502,95448.0,95521.0,95448.0,189.4526929249203,1.0,1.2101039309362165,1.209179133384282,20054.0,19981.0,0.0,2.548146463343156e-140,0.0,2.444152486741245e-136
210,Eligibility Technician 2,"Social, Benefit, and Employment Services",PF0112,PF01 ‐ Public Programs,GP,200,14.0,A,50466,48574.0,49623.0,48574.0,2722.4092449074165,0.7564637829196181,1.038950879071108,1.0169880902001087,1892.0,843.0,0.03719327639468806,0.1861658568693002,0.07529650209305556,0.2994233372799182
210,Eligibility Technician 2,"Social, Benefit, and Employment Services",PF0112,PF01 ‐ Public Programs,GP,200,14.0,F,60138,58514.0,61350.0,58514.0,7360.107358014712,0.5873171102545892,1.0277540417677822,0.9802444987775061,1624.0,-1212.0,0.2133022204704373,0.34549652209382564,0.32699463249434546,0.48745399928852373
210,Eligibility Technician 2,"Social, Benefit, and Employment Services",PF0112,PF01 ‐ Public Programs,GP,200,14.0,O,75914,68131.0,70701.0,68131.0,6669.772887904729,0.8783758942030612,1.114235810424036,1.0737330447942746,7783.0,5213.0,0.15351139615470483,0.30476497860680063,0.2499329906482909,0.4424777842602925
211,Eligibility Technician 4,"Social, Benefit, and Employment Services",PF0114,PF01 ‐ Public Programs,SS,200,17.0,A,67995,66817.0,67885.0,66817.0,2771.7188499152726,0.6645842254775871,1.0176302438002305,1.0016203874199012,1178.0,110.0,0.00796162020007699,0.11403698352246028,0.019514463902467822,0.2006559192991611
211,Eligibility Technician 4,"Social, Benefit, and Employment Services",PF0114,PF01 ‐ Public Programs,SS,200,17.0,E,78000,77979.0,78866.0,77979.0,2301.9799811562234,0.5036393329900591,1.0002693032739585,0.9890193492759871,21.0,-866.0,0.0003526955247947805,0.04515758010595502,0.0011801963562172342,0.09214140351566341
211,Eligibility Technician 4,"Social, Benefit, and Employment Services",PF0114,PF01 ‐ Public Programs,SS,200,17.0,O,94515,89142.0,89846.0,89142.0,1827.0506276595054,0.9983631983767441,1.0602746180251734,1.051966698573114,5373.0,4669.0,5.330957543418473e-07,0.007353690005958107,2.91831591874635e-06,0.019065162159387507
212,Eligibility Quality Control Technician 1,"Social, Benefit, and Employment Services",PF0116,PF01 ‐ Public Programs,GP,200,16.0,A,57974,60587.0,60587.0,60587.0,0.0,,0.9568719362239424,0.9568719362239424,-2613.0,-2613.0,,,,
212,Eligibility Quality Control Technician 1,"Social, Benefit, and Employment Services",PF0116,PF01 ‐ Public Programs,GP,200,16.0,F,69147,66544.0,66544.0,66544.0,0.0,,1.0391169752344314,1.0391169752344314,2603.0,2603.0,,,,
212,Eligibility Quality Control Technician 1,"Social, Benefit, and Employment Services",PF0116,PF01 ‐ Public Programs,GP,200,16.0,O,87399,72501.0,72501.0,72501.0,0.0,,1.2054868208714362,1.2054868208714362,14898.0,14898.0,,,,
213,Eligibility Quality Control Technician 2,"Social, Benefit, and Employment Services",PF0117,PF01 ‐ Public Programs,SS,200,18.0,A,72925,72524.0,72524.0,72524.0,0.0,,1.0055292041255308,1.0055292041255308,401.0,401.0,,,,
213,Eligibility Quality Control Technician 2,"Social, Benefit, and Employment Services",PF0117,PF01 ‐ Public Programs,SS,200,18.0,E,83470,82000.0,82000.0,82000.0,0.0,,1.0179268292682926,1.0179268292682926,1470.0,1470.0,,,,
213,Eligibility Quality Control Technician 2,"Social, Benefit, and Employment Services",PF0117,PF01 ‐ Public Programs,SS,200,18.0,O,101130,91475.0,91475.0,91475.0,0.0,,1.1055479639245696,1.1055479639245696,9655.0,9655.0,,,,
214,Eligibility Office Manager 1,"Social, Benefit, and Employment Services",PF0118,PF01 ‐ Public Programs,GP,200,18.0,A,66788,62510.0,67660.0,62510.0,13365.498199497802,0.6255453439275663,1.0684370500719884,0.987112030741945,4278.0,-872.0,0.32000073466003975,0.4075513473955553,0.4518818240797749,0.5525893502289833
214,Eligibility Office Manager 1,"Social, Benefit, and Employment Services",PF0118,PF01 ‐ Public Programs,GP,200,18.0,F,79268,72150.0,86025.0,72150.0,36008.98786757903,0.57834949151655,1.0986555786555787,0.921453065969195,7118.0,-6757.0,0.4205969229372263,0.460099393546855,0.5582057815846021,0.6048307668424292
214,Eligibility Office Manager 1,"Social, Benefit, and Employment Services",PF0118,PF01 ‐ Public Programs,GP,200,18.0,O,99899,88554.0,112614.0,88554.0,62441.531394158665,0.5720869813449145,1.1281139191905505,0.8870921910242066,11345.0,-12715.0,0.44361145976010496,0.4717348770426131,0.581201963476849,0.6160584071416348
215,Eligibility Office Manager 2,"Social, Benefit, and Employment Services",PF0119,PF01 ‐ Public Programs,SS,200,19.0,A,78000,73287.0,77666.0,73287.0,11364.566333126384,0.6608229169439372,1.0643088132956733,1.0043004660984214,4713.0,334.0,0.2595048016372468,0.3735610513146327,0.3828193717037507,0.5173955604098287
215,Eligibility Office Manager 2,"Social, Benefit, and Employment Services",PF0119,PF01 ‐ Public Programs,SS,200,19.0,E,89232,79484.0,86652.0,79484.0,18602.697299805874,0.6998642187063695,1.122641034673645,1.0297742694917602,9748.0,2580.0,0.33459084088852464,0.41541558417524294,0.46792657715839536,0.5605716680300341
215,Eligibility Office Manager 2,"Social, Benefit, and Employment Services",PF0119,PF01 ‐ Public Programs,SS,200,19.0,O,108098,87497.0,96908.0,87497.0,24423.825933101714,0.8005198771462894,1.235448072505343,1.1154703430057373,20601.0,11190.0,0.3600801940319701,0.4289208663082569,0.4954298065827232,0.5741431116870278
216,Medicaid Program Associate,"Social, Benefit, and Employment Services",PF0120,PF01 ‐ Public Programs,GP,200,14.0,A,50466,48016.0,48909.0,48016.0,2317.5514353692306,0.8547784817701356,1.0510246584471843,1.0318346316628841,2450.0,1557.0,0.019140097270978717,0.1501195200094787,0.04225892408414944,0.2514714578391146
216,Medicaid Program Associate,"Social, Benefit, and Employment Services",PF0120,PF01 ‐ Public Programs,GP,200,14.0,F,60138,54622.0,54631.0,54622.0,23.357181319510723,1.0,1.100984951118597,1.100803573062913,5516.0,5507.0,0.0,0.0,0.0,0.0
216,Medicaid Program Associate,"Social, Benefit, and Employment Services",PF0120,PF01 ‐ Public Programs,GP,200,14.0,O,75914,61834.0,62526.0,61834.0,1795.9077192334912,0.9999999999999978,1.2277064398227513,1.214118926526565,14080.0,13388.0,0.00028759652281518393,0.04257780165542944,0.0009798871007705822,0.08763384478968689
217,Medicaid Program Specialist 2,"Social, Benefit, and Employment Services",PF0122,PF01 ‐ Public Programs,GP,200,18.0,A,66788,84472.0,84472.0,84472.0,0.0,,0.7906525239132494,0.7906525239132494,-17684.0,-17684.0,,,,
217,Medicaid Program Specialist 2,"Social, Benefit, and Employment Services",PF0122,PF01 ‐ Public Programs,GP,200,18.0,F,79268,96674.0,96674.0,96674.0,0.0,,0.8199515898793884,0.8199515898793884,-17406.0,-17406.0,,,,
217,Medicaid Program Specialist 2,"Social, Benefit, and Employment Services",PF0122,PF01 ‐ Public Programs,GP,200,18.0,O,99899,108877.0,108877.0,108877.0,0.0,,0.9175399763035352,0.9175399763035352,-8978.0,-8978.0,,,,
218,Medicaid Program Specialist 5,"Social, Benefit, and Employment Services",PF0125,PF01 ‐ Public Programs,SS,200,22.0,A,95326,96827.0,96827.0,96827.0,0.0,,0.9844981255228397,0.9844981255228397,-1501.0,-1501.0,,,,
218,Medicaid Program Specialist 5,"Social, Benefit, and Employment Services",PF0125,PF01 ‐ Public Programs,SS,200,22.0,E,108867,112285.0,112285.0,112285.0,0.0,,0.9695596027964555,0.9695596027964555,-3418.0,-3418.0,,,,
218,Medicaid Program Specialist 5,"Social, Benefit, and Employment Services",PF0125,PF01 ‐ Public Programs,SS,200,22.0,O,131893,127743.0,127743.0,127743.0,0.0,,1.0324871030115153,1.0324871030115153,4150.0,4150.0,,,,
219,PFD Technician 2,"Social, Benefit, and Employment Services",PF0132,PF01 ‐ Public Programs,GP,200,12.0,A,44402,48084.0,48622.0,48084.0,1396.2403944329744,0.004181134368805391,0.9234256717411197,0.9132080128336967,-3682.0,-4220.0,0.00028677915850702345,0.04254293090742344,0.0009773466494071494,0.08757259914896376
219,PFD Technician 2,"Social, Benefit, and Employment Services",PF0132,PF01 ‐ Public Programs,GP,200,12.0,F,52182,54079.0,54375.0,54079.0,768.1917411750193,0.006766319539963853,0.9649216886406923,0.9596689655172413,-1897.0,-2193.0,9.6272567064075e-13,0.00021586335722365482,1.0932769508078686e-11,0.0008057008239560869
219,PFD Technician 2,"Social, Benefit, and Employment Services",PF0132,PF01 ‐ Public Programs,GP,200,12.0,O,66008,60594.0,61567.0,60594.0,2525.170824875993,0.9839840920801113,1.089348780407301,1.072132798414735,5414.0,4441.0,0.008206497250850816,0.11510850868472866,0.020045425792193674,0.20221218525707907
222,Public Assistance Analyst 2,"Social, Benefit, and Employment Services",PF0152,PF01 ‐ Public Programs,GP,200,18.0,A,66788,76155.0,76155.0,76155.0,0.0,,0.8770008535224214,0.8770008535224214,-9367.0,-9367.0,,,,
222,Public Assistance Analyst 2,"Social, Benefit, and Employment Services",PF0152,PF01 ‐ Public Programs,GP,200,18.0,F,79268,90282.0,90282.0,90282.0,0.0,,0.878004474867637,0.878004474867637,-11014.0,-11014.0,,,,
222,Public Assistance Analyst 2,"Social, Benefit, and Employment Services",PF0152,PF01 ‐ Public Programs,GP,200,18.0,O,99899,104409.0,104409.0,104409.0,0.0,,0.9568044900343841,0.9568044900343841,-4510.0,-4510.0,,,,
223,Public Assistance Field Services Manager 2,"Social, Benefit, and Employment Services",PF0154,PF01 ‐ Public Programs,SS,200,21.0,A,89232,74074.0,88665.0,74074.0,37867.18140366455,0.6555299530565256,1.2046332046332047,1.0063948570461851,15158.0,567.0,0.4224556425073938,0.4610425166101535,0.560080423575989,0.6057453209204705
223,Public Assistance Field Services Manager 2,"Social, Benefit, and Employment Services",PF0154,PF01 ‐ Public Programs,SS,200,21.0,E,101795,96296.0,105359.0,96296.0,23520.6815887473,0.5924276412989232,1.057105175708233,0.9661727996659042,5499.0,-3564.0,0.34111943619972135,0.4189013255294469,0.4750339603758008,0.5640909271218716
223,Public Assistance Field Services Manager 2,"Social, Benefit, and Employment Services",PF0154,PF01 ‐ Public Programs,SS,200,21.0,O,123344,113369.0,118045.0,113369.0,12135.353316670238,0.7944554446109491,1.087987015850894,1.0448896607226057,9975.0,5299.0,0.17509924310567565,0.32021338696982493,0.2784621947839523,0.45975628239906324
224,Public Assistance Programs Officer,"Social, Benefit, and Employment Services",PF0157,PF01 ‐ Public Programs,SS,200,21.0,A,89232,79856.0,79856.0,79856.0,0.0,,1.117411340412743,1.117411340412743,9376.0,9376.0,,,,
224,Public Assistance Programs Officer,"Social, Benefit, and Employment Services",PF0157,PF01 ‐ Public Programs,SS,200,21.0,E,101795,96067.0,96067.0,96067.0,0.0,,1.0596250533481841,1.0596250533481841,5728.0,5728.0,,,,
224,Public Assistance Programs Officer,"Social, Benefit, and Employment Services",PF0157,PF01 ‐ Public Programs,SS,200,21.0,O,123344,112279.0,112279.0,112279.0,0.0,,1.0985491498855529,1.0985491498855529,11065.0,11065.0,,,,
225,Workers' Compensation Technician,"Social, Benefit, and Employment Services",PF0160,PF01 ‐ Public Programs,GP,200,12.0,A,44402,59831.0,60857.0,59831.0,2662.718670424222,3.4271968780013774e-09,0.7421236482759773,0.7296120413428201,-15429.0,-16455.0,0.012320359808858646,0.13061375015115467,0.028703390312218895,0.22439310810309993
225,Workers' Compensation Technician,"Social, Benefit, and Employment Services",PF0160,PF01 ‐ Public Programs,GP,200,12.0,F,52182,71680.0,72133.0,71680.0,1175.6447930820398,4.477650103601582e-62,0.7279854910714286,0.7234136941483094,-19498.0,-19951.0,5.401183521104119e-10,0.0011497820622377213,4.454491346284797e-09,0.0036538670110930894
225,Workers' Compensation Technician,"Social, Benefit, and Employment Services",PF0160,PF01 ‐ Public Programs,GP,200,12.0,O,66008,79913.0,81905.0,79913.0,5169.722798718373,0.0035758209986698907,0.8259982731220202,0.8059092851474269,-13905.0,-15897.0,0.06107778208974465,0.2197924281845216,0.11526388388634479,0.34206275470334524
226,Workers' Compensation Officer 2,"Social, Benefit, and Employment Services",PF0162,PF01 ‐ Public Programs,GP,200,18.0,A,66788,65979.0,67919.0,65979.0,5034.770195538978,0.56382830543784,1.0122614771366647,0.983347811363536,809.0,-1131.0,0.09501895692629198,0.2561587205656314,0.1676035578966097,0.3862221862066929
226,Workers' Compensation Officer 2,"Social, Benefit, and Employment Services",PF0162,PF01 ‐ Public Programs,GP,200,18.0,F,79268,75288.0,75640.0,75288.0,913.5253138297527,0.9999933995585168,1.0528636701732015,1.0479640401903754,3980.0,3628.0,8.504715412300684e-17,1.8882898495474436e-05,1.4551778378915747e-15,8.677972826805321e-05
226,Workers' Compensation Officer 2,"Social, Benefit, and Employment Services",PF0162,PF01 ‐ Public Programs,GP,200,18.0,O,99899,85771.0,86307.0,85771.0,1391.0499096953054,1.0,1.1647176784694127,1.1574843291969366,14128.0,13592.0,3.50376455070124e-10,0.0010247665511090881,2.9577390264051427e-09,0.00329477920095761
227,Social Services Program Coordinator,"Social, Benefit, and Employment Services",PF0171,PF01 ‐ Public Programs,GP,200,20.0,A,76440,81714.0,85347.0,81714.0,9428.515525975828,0.28795565516010335,0.9354578162860709,0.8956378080073113,-5274.0,-8907.0,0.1930617594102912,0.33238592978190784,0.30157348418506597,0.4731794213937389
227,Social Services Program Coordinator,"Social, Benefit, and Employment Services",PF0171,PF01 ‐ Public Programs,GP,200,20.0,F,90539,101613.0,103363.0,101613.0,4541.674145460418,0.007378099423320037,0.8910178815702715,0.8759323936031268,-11074.0,-12824.0,0.012631842176385367,0.13163975130383015,0.02934166194914151,0.2258394652041647
227,Social Services Program Coordinator,"Social, Benefit, and Employment Services",PF0171,PF01 ‐ Public Programs,GP,200,20.0,O,114192,111374.0,121153.0,111374.0,25378.87512483282,0.5442065880937286,1.0253021351482392,0.9425437257022112,2818.0,-6961.0,0.33038681792870417,0.41316041439855217,0.46332642481655945,0.5582886716977542
228,Social Services Program Officer,"Social, Benefit, and Employment Services",PF0172,PF01 ‐ Public Programs,SS,200,21.0,A,89232,90362.0,92731.0,90362.0,6148.129171768989,0.4270868459553614,0.9874947433655741,0.962267202984978,-1130.0,-3499.0,0.07081502087006684,0.23120813082899605,0.13072734983254514,0.35613113002848756
228,Social Services Program Officer,"Social, Benefit, and Employment Services",PF0172,PF01 ‐ Public Programs,SS,200,21.0,E,101795,103420.0,104786.0,103420.0,3545.101075827961,0.32334007656342445,0.9842873718816476,0.9714561105491192,-1625.0,-2991.0,0.0017655769872220698,0.0723331279539631,0.005077931731912806,0.1372895287160108
228,Social Services Program Officer,"Social, Benefit, and Employment Services",PF0172,PF01 ‐ Public Programs,SS,200,21.0,O,123344,117719.0,118452.0,117719.0,1902.3126563557066,0.9984463925509095,1.0477832805239595,1.0412994293046973,5625.0,4892.0,3.0426649613893043e-10,0.000987046961870548,2.587945402233862e-09,0.003185518035825445
229,Social Services Program Administrator,"Social, Benefit, and Employment Services",PF0173,PF01 ‐ Public Programs,SS,200,23.0,A,101795,86253.0,90617.0,86253.0,11325.637697593866,0.9150125958546005,1.1801908339420077,1.1233543374863437,15542.0,11178.0,0.22315744402985532,0.3516808367033887,0.33914980037722003,0.4941229700625625
229,Social Services Program Administrator,"Social, Benefit, and Employment Services",PF0173,PF01 ‐ Public Programs,SS,200,23.0,E,116688,93477.0,101553.0,93477.0,20959.17737070762,0.8659478064725232,1.2483070701883885,1.1490354790109598,23211.0,15135.0,0.3278002274127948,0.41176861760502215,0.46048690379159646,0.556877285121413
229,Social Services Program Administrator,"Social, Benefit, and Employment Services",PF0173,PF01 ‐ Public Programs,SS,200,23.0,O,141357,104252.0,114975.0,104252.0,27828.783921012608,0.9087885137206789,1.3559164332578753,1.2294585779517286,37105.0,26382.0,0.35397180268109296,0.4257089254897549,0.48889851190109423,0.5709309489765543
230,Disability Adjudicator Associate 2,"Social, Benefit, and Employment Services",PF0182,PF01 ‐ Public Programs,GP,200,16.0,A,57974,51435.0,52919.0,51435.0,3851.339675350435,0.9552320337660729,1.1271313308058715,1.095523347002022,6539.0,5055.0,0.09085485479979999,0.2521451076125448,0.1613998590380749,0.38144030298484766
230,Disability Adjudicator Associate 2,"Social, Benefit, and Employment Services",PF0182,PF01 ‐ Public Programs,GP,200,16.0,F,69147,57053.0,58557.0,57053.0,3903.244522727125,0.999027314313881,1.211978335933255,1.1808494287617193,12094.0,10590.0,0.0719142654105566,0.23243822700722283,0.13244813813464146,0.35763547842045945
230,Disability Adjudicator Associate 2,"Social, Benefit, and Employment Services",PF0182,PF01 ‐ Public Programs,GP,200,16.0,O,87399,60347.0,63056.0,60347.0,7030.511577172728,0.999940408271976,1.4482741478449632,1.3860536665820857,27052.0,24343.0,0.19534724322556807,0.33389637492243834,0.3044759336245556,0.47483354252098675
231,Disability Adjudicator 2,"Social, Benefit, and Employment Services",PF0184,PF01 ‐ Public Programs,SS,200,20.0,A,83470,72596.0,75095.0,72596.0,6485.510679717478,0.953195561917424,1.1497878671001156,1.1115254011585325,10874.0,8375.0,0.13149399229086273,0.2878494216941281,0.21988895377805862,0.4232351836483083
231,Disability Adjudicator 2,"Social, Benefit, and Employment Services",PF0184,PF01 ‐ Public Programs,SS,200,20.0,E,95326,81361.0,83638.0,81361.0,5909.366873836213,0.9909409901746757,1.171642433106771,1.1397450919438532,13965.0,11688.0,0.084284855606033,0.24559823298666472,0.15149896082595715,0.3735927801035974
231,Disability Adjudicator 2,"Social, Benefit, and Employment Services",PF0184,PF01 ‐ Public Programs,SS,200,20.0,O,115502,88516.0,91669.0,88516.0,8182.799188935257,0.9995129345731054,1.3048714356726467,1.2599897457155635,26986.0,23833.0,0.1396856989660516,0.29429988379626304,0.23118676898116292,0.430613751077494
232,"Chief, Disability Determination Services","Social, Benefit, and Employment Services",PF0186,PF01 ‐ Public Programs,SS,200,22.0,A,95326,101669.0,102032.0,101669.0,942.0729798869324,8.308630965239575e-12,0.9376112679381129,0.9342755214050494,-6343.0,-6706.0,1.876584839256847e-27,3.406659799184363e-08,7.70139654334776e-26,2.4527669932217885e-07
232,"Chief, Disability Determination Services","Social, Benefit, and Employment Services",PF0186,PF01 ‐ Public Programs,SS,200,22.0,E,108867,128019.0,133022.0,128019.0,12983.997571279127,0.07010002297307641,0.8503972066646357,0.8184134955120206,-19152.0,-24155.0,0.16207263386553628,0.311010669080109,0.26135070555955575,0.44949664567010933
232,"Chief, Disability Determination Services","Social, Benefit, and Employment Services",PF0186,PF01 ‐ Public Programs,SS,200,22.0,O,131893,170441.0,170591.0,170441.0,389.2863553251787,0.0,0.7738337606561801,0.7731533316529008,-38548.0,-38698.0,0.0,1.566292039137061e-106,0.0,4.500637565495326e-103
233,"Chief, Public Assistance Field Operations","Social, Benefit, and Employment Services",PF0193,PF01 ‐ Public Programs,SS,200,22.0,A,95326,124213.0,129099.0,124213.0,12680.354214125487,0.011360580092126349,0.7674398009870143,0.7383945654110411,-28887.0,-33773.0,0.16364910418269596,0.3121429474256442,0.26343800384713867,0.45076422367136854
233,"Chief, Public Assistance Field Operations","Social, Benefit, and Employment Services",PF0193,PF01 ‐ Public Programs,SS,200,22.0,E,108867,145148.0,151917.0,145148.0,17567.1955946409,0.019448735736599915,0.7500413371179762,0.7166215762554553,-36281.0,-43050.0,0.2043326844735185,0.3397585111293097,0.3158070774259686,0.4812295783395978
233,"Chief, Public Assistance Field Operations","Social, Benefit, and Employment Services",PF0193,PF01 ‐ Public Programs,SS,200,22.0,O,131893,170441.0,172697.0,170441.0,5854.866784090688,2.2909515738427473e-11,0.7738337606561801,0.7637249054702745,-38548.0,-40804.0,0.0018007962952959417,0.07275856115037514,0.005169041501700159,0.13796775727630756
234,Protective Services Specialist 2,"Social, Benefit, and Employment Services",PF0202,PF02 ‐ Social Work,GP,200,17.0,A,62069,63048.0,66388.0,63048.0,8668.109511907312,0.4550379775150162,0.9844721482045425,0.9349430619991564,-979.0,-4319.0,0.2335040022295844,0.3580492682311195,0.35176213329069017,0.5009480963789245
234,Protective Services Specialist 2,"Social, Benefit, and Employment Services",PF0202,PF02 ‐ Social Work,GP,200,17.0,F,74003,75683.0,82768.0,75683.0,18387.292183192607,0.4636003123207975,0.9778021484349193,0.8941015851536825,-1680.0,-8765.0,0.3403145109956933,0.41847260900277067,0.47416005033759256,0.563658708285134
234,Protective Services Specialist 2,"Social, Benefit, and Employment Services",PF0202,PF02 ‐ Social Work,GP,200,17.0,O,93386,90393.0,94450.0,90393.0,10528.898290361667,0.6118964461740096,1.0331109709822663,0.9887347803070408,2993.0,-1064.0,0.1953019032139069,0.33386648898933746,0.3044184352831558,0.4748008381741801
235,Protective Services Specialist 4,"Social, Benefit, and Employment Services",PF0204,PF02 ‐ Social Work,SS,200,20.0,A,83470,73286.0,74658.0,73286.0,3560.672530040968,0.997882688756092,1.1389624211991376,1.1180315572343218,10184.0,8812.0,0.019785148646812935,0.1517155579777551,0.043501963992058516,0.25364961854591583
235,Protective Services Specialist 4,"Social, Benefit, and Employment Services",PF0204,PF02 ‐ Social Work,SS,200,20.0,E,95326,82023.0,82780.0,82023.0,1964.5984732077352,0.9999999999936211,1.1621862160613488,1.1515583474269147,13303.0,12546.0,1.4895925885935298e-05,0.018420315677184513,6.452536061023222e-05,0.04258266270109511
235,Protective Services Specialist 4,"Social, Benefit, and Employment Services",PF0204,PF02 ‐ Social Work,SS,200,20.0,O,115502,88351.0,89289.0,88351.0,2434.337341966784,1.0,1.3073083496508247,1.2935747964474906,27151.0,26213.0,0.00014205935196929658,0.0347863381743611,0.0005143142712837667,0.07372070479507409
236,Protective Services Manager 1,"Social, Benefit, and Employment Services",PF0205,PF02 ‐ Social Work,SS,200,21.0,A,89232,86253.0,91089.0,86253.0,12550.592095683762,0.5938109768574642,1.034537929115509,0.9796133451898692,2979.0,-1857.0,0.24596497048127852,0.36556557512859444,0.3667573077339866,0.5089488032040556
236,Protective Services Manager 1,"Social, Benefit, and Employment Services",PF0205,PF02 ‐ Social Work,SS,200,21.0,E,101795,107972.0,112681.0,107972.0,12220.996314841777,0.306624351386513,0.9427907235209129,0.9033909887203699,-6177.0,-10886.0,0.18848420143878353,0.32933580571391574,0.2957348480258376,0.46983147320106056
236,Protective Services Manager 1,"Social, Benefit, and Employment Services",PF0205,PF02 ‐ Social Work,SS,200,21.0,O,123344,125640.0,131429.0,125640.0,15023.858073183064,0.4392686951289901,0.981725565106654,0.9384838962481644,-2296.0,-8085.0,0.20150154664468145,0.3379242299919213,0.31225043822041565,0.4792322763820559
237,Social Services Associate,"Social, Benefit, and Employment Services",PF0222,PF02 ‐ Social Work,GP,200,12.0,A,44402,46894.0,49484.0,46894.0,6721.677735281419,0.3554153092740349,0.9468588732033949,0.8973001374181554,-2492.0,-5082.0,0.24269705044934958,0.3636097456538767,0.3628448964952112,0.5068725744919214
