Occupational_Group,Job_Family,Class_Code,Category,Range,Class_Title,SOC,EEO,State_and_Local_Job_Code,Census_EEO,AKPAY_Code
PF,PF05,PF0523,A,16,Employment Services Technician 3,13-1071,EEO4-Professionals,2,630,P4651
PF,PF05,PF0526,A,14,Unemployment Insurance Technician 1,43-4061,EEO4-Administrative Support,6,5250,P4611
PF,PF05,PF0527,A,15,Unemployment Insurance Technician 2,43-4061,EEO4-Administrative Support,6,5250,P4612
PF,PF05,PF0528,A,16,Unemployment Insurance Technician 3,43-4061,EEO4-Administrative Support,6,5250,P4613
PF,PF05,PF0531,B,16,Employment Services Manager 1,11-9151,EEO4-Professionals,1,420,P4655
PF,PF05,PF0532,B,18,Employment Services Manager 2,11-9151,EEO4-Professionals,1,420,P4656
PF,PF05,PF0533,B,20,Employment Services Manager 3,11-9151,EEO4-Professionals,1,420,P4657
PF,PF05,PF0537,B,16,Unemployment Insurance Claim Center Manager 1,11-9151,EEO4-Professionals,1,420,P4614
PF,PF05,PF0538,B,20,Unemployment Insurance Claim Center Manager 2,11-9151,EEO4-Officials & Administrators,1,420,P4615
PF,PF05,PF0541,B,16,Field Auditor 1,13-2011,EEO4-Professionals,2,800, P4636 
PF,PF05,PF0542,B,17,Field Auditor 2,13-2011,EEO4-Professionals,2,800,P4635
PF,PF05,PF0543,B,19,"Supervisor, Audit Operations",11-3031,EEO4-Professionals,1,120,P4634
PF,PF05,PF0548,B,22,Reemployment Benefits Administrator,11-1021,EEO4-Officials & Administrators,1,20,P4698
PF,PF05,PF0555,A,15,Unemployment Insurance Quality Control Auditor,13-2011,EEO4-Professionals,2,800,P4626
PF,PF05,PF0556,A,19,Unemployment Insurance Quality Control Supervisor,13-2011,EEO4-Professionals,2,800,P4625
PF,PF05,PF0561,B,17,Appeals Officer 1,23-1021,EEO4-Professionals,2,2100,P4662
PF,PF05,PF0562,B,19,Appeals Officer 2,23-1021,EEO4-Professionals,2,2100,P4663
PF,PF05,PF0563,B,21,Appeals Officer 3,23-1021,EEO4-Professionals,2,2100,P4664
PF,PF05,PF0571,B,22,"Assistant Director, Employment and Training Services",11-1021,EEO4-Officials & Administrators,1,20,P4667
PF,PF06,PF0611,A,06,Student Intern 1,43-9061,EEO4-Administrative Support,6,5860,P6951
PF,PF06,PF0612,A,07,Student Intern 2,43-9061,EEO4-Administrative Support,6,5860,P6952
PF,PF06,PF0621,A,08,College Intern 1,43-9199,EEO4-Administrative Support,6,5940,P6954
PF,PF06,PF0622,A,09,College Intern 2,43-9199,EEO4-Administrative Support,6,5940,P6955
PF,PF06,PF0623,A,10,College Intern 3,43-9199,EEO4-Administrative Support,6,5940,P6956
PF,PF06,PF0624,A,12,College Intern 4,43-9199,EEO4-Administrative Support,6,5940,P6957
PF,PF06,PF0631,B,14,Graduate Intern 1,43-9199,EEO4-Administrative Support,6,5940,P6958
PF,PF06,PF0632,B,16,Graduate Intern 2,43-9199,EEO4-Administrative Support,6,5940,P6959
PG,PG01,PG0101,B,23,Certification & Licensing Administrator,11-9111,EEO4-Professionals,1,350,P5925
PG,PG01,PG0105,B,20,Health Facilities Surveyor 1,29-1299,EEO4-Professionals,2,3260,P5451
PG,PG01,PG0106,B,21,Health Facilities Surveyor 2,29-1299,EEO4-Professionals,2,3260,P5452
PG,PG01,PG0108,B,22,Health Facilities Survey Manager,11-9111,EEO4-Professionals,1,350,K0057
PG,PG01,PG0111,B,17,Health and Social Services Planner 1,11-9111,EEO4-Professionals,1,350,P5980
PG,PG01,PG0112,B,19,Health and Social Services Planner 2,11-9111,EEO4-Professionals,1,350,P5981
PG,PG01,PG0113,B,21,Health and Social Services Planner 3,11-9111,EEO4-Professionals,1,350,P5982
PG,PG01,PG0120,A,16,Health Program Associate,21-1099,EEO4-Professionals,6,2016,na
PG,PG01,PG0121,B,17,Health Program Manager 1,11-9111,EEO4-Professionals,1,350,P5941
PG,PG01,PG0122,B,19,Health Program Manager 2,11-9111,EEO4-Professionals,1,350,P5942
PG,PG01,PG0123,B,21,Health Program Manager 3,11-9111,EEO4-Professionals,1,350,P5943
PG,PG01,PG0124,B,23,Health Program Manager 4,11-9111,EEO4-Professionals,1,350,P5944
PG,PG01,PG0131,B,18,Public Health Specialist 1,29-9099,EEO4-Professionals,3,3540,P5645
PG,PG01,PG0132,B,20,Public Health Specialist 2,29-9099,EEO4-Professionals,3,3540,P5946
PG,PG01,PG0133,B,18,Public Health Informaticist 1,29-9099,EEO4-Professionals,3,3540,K0136
PG,PG01,PG0134,B,20,Public Health Informaticist 2,29-9099,EEO4-Professionals,3,3540,K0137
PG,PG01,PG0136,B,21,Public Health Data Analyst,15-2041,EEO4-Professionals,2,1240,K0145
PG,PG01,PG0140,A,10,Medical Information and Services Assistant,29-2072,EEO4-Paraprofessionals,3,3510,P1140
PG,PG01,PG0141,B,17,Medical Records Administrator,11-9111,EEO4-Officials & Administrators,1,350,P5423
PG,PG01,PG0142,A,13,Medical Information and Services Supervisor,29-2072,EEO4-Paraprofessionals,3,3510,P1180
PG,PG01,PG0150,B,22,"Executive Director, DHSS Boards",11-1021,EEO4-Officials & Administrators,1,20,P1016
PG,PG01,PG0152,B,23,"Executive Administrator, Board of Pharmacy",11-1021,EEO4-Officials & Administrators,1,20,NA
PG,PG01,PG0161,B,21,Pioneers' Home Assistant Administrator,11-9111,EEO4-Professionals,1,350,NA
PG,PG01,PG0162,B,23,Pioneers' Home Administrator,11-9111,EEO4-Officials & Administrators,1,350,P1985
PG,PG01,PG0165,B,17,Assisted Living Care Coordinator,29-9099,EEO4-Professionals,3,3540,P5481
PG,PG01,PG0170,B,23,Long-Term Care Ombudsman,23-1022,EEO4-Professionals,2,2100,P5990
PG,PG01,PG0175,B,22,Family Nutrition Programs Manager,29-1031,EEO4-Professionals,2,3030,K0147
PG,PG01,PG0176,B,18,Dietitian 1,29-1031,EEO4-Professionals,2,3030,K0126
PG,PG01,PG0177,B,20,Dietitian 2,29-1031,EEO4-Professionals,2,3030,K0127
PG,PG01,PG0180,B,23,"Executive Director, Alaska Commission on Aging",11-1021,EEO4-Officials & Administrators,1,20,P1998
PG,PG01,PG0195,B,20,Emergency Medical Services Officer 1,11-9111,EEO4-Professionals,1,350,K0134
PG,PG01,PG0196,B,21,Emergency Medical Services Officer 2,11-9111,EEO4-Professionals,1,350,K0135
PG,PG02,PG0210,C,09,Assisted Living Aide,31-1134,EEO4-Service/Maintenance,8,3600,P5181
PG,PG02,PG0211,C,11,Certified Nurse Aide 1,31-1131,EEO4-Service/Maintenance,8,3600,P5182
PG,PG02,PG0212,C,12,Certified Nurse Aide 2,31-1131,EEO4-Service/Maintenance,8,3600,P5183
PG,PG02,PG0231,C,10,Psychiatric Nursing Assistant 1,31-1133,EEO4-Service/Maintenance,8,3600,P5170
PG,PG02,PG0232,C,11,Psychiatric Nursing Assistant 2,31-1133,EEO4-Service/Maintenance,8,3600,P5171
PG,PG02,PG0233,C,12,Psychiatric Nursing Assistant 3,31-1133,EEO4-Service/Maintenance,8,3600,P5172
PG,PG02,PG0234,C,14,Psychiatric Nursing Assistant 4,31-1133,EEO4-Service/Maintenance,8,3600,P5173
PG,PG02,PG0240,C,12,Public Health Nurse Aide,31-1131,EEO4-Service/Maintenance,8,3600,P5160
PG,PG03,PG0301,B,17,Licensed Practical Nurse,29-2061,EEO4-Technicians,3,3500,P5116
PG,PG03,PG0311,B,21,Nurse 1,29-1141,EEO4-Professionals,2,3255,P5110
PG,PG03,PG0312,B,22,Nurse 2,29-1141,EEO4-Professionals,2,3255,P5111
PG,PG03,PG0313,B,24,Nurse 3,29-1141,EEO4-Professionals,2,3255,P5112
PG,PG03,PG0314,B,25,Nurse 4,29-1141,EEO4-Professionals,2,3255,P5113
PG,PG03,PG0321,B,22,Psychiatric Nurse 1,29-1141,EEO4-Professionals,2,3255,N/A
PG,PG03,PG0322,B,23,Psychiatric Nurse 2,29-1141,EEO4-Professionals,2,3255,P5117
PG,PG03,PG0323,B,25,Psychiatric Nurse 3,29-1141,EEO4-Professionals,2,3255,P5118
PG,PG03,PG0324,B,26,Psychiatric Nurse 4,29-1141,EEO4-Professionals,2,3255,P5119
PG,PG03,PG0326,B,22,Corrections Nurse 1,29-1141,EEO4-Professionals,2,3255,N/A
PG,PG03,PG0327,B,23,Corrections Nurse 2,29-1141,EEO4-Professionals,2,3255,N/A
PG,PG03,PG0328,B,25,Corrections Nurse 3,29-1141,EEO4-Professionals,2,3255,N/A
PG,PG03,PG0329,B,26,Corrections Nurse 4,29-1141,EEO4-Professionals,2,3255,N/A
PG,PG03,PG0351,B,26,Assistant Nursing Administrator,11-9111,EEO4-Professionals,1,350,P5114
PG,PG03,PG0352,B,27,Nursing Administrator,11-9111,EEO4-Professionals,1,350,P5126
PG,PG03,PG0380,B,25,"Executive Administrator, Board of Nursing",11-9111,EEO4-Professionals,1,350,P5130
PG,PG03,PG03A1,B,22,Public Health Nurse 1,29-1141,EEO4-Professionals,2,3255,N/A
PG,PG03,PG03A2,B,23,Public Health Nurse 2,29-1141,EEO4-Professionals,2,3255,N/A
PG,PG03,PG03A3,B,24,Public Health Nurse 3,29-1141,EEO4-Professionals,2,3255,N/A
PG,PG03,PG03A4,B,25,Public Health Nurse 4,29-1141,EEO4-Professionals,2,3255,N/A
PG,PG03,PG03A5,B,26,Public Health Nurse 5,29-1141,EEO4-Professionals,2,3255,N/A
PG,PG03,PG03A6,B,27,Public Health Nurse 6,29-1141,EEO4-Professionals,2,3255,N/A
PG,PG03,PG03B1,B,24,Nurse Consultant 1,29-1141,EEO4-Professionals,2,3255,P5142
PG,PG03,PG03B2,B,26,Nurse Consultant 2,29-1141,EEO4-Professionals,2,3255,P5143
PG,PG04,PG0421,B,26,Physician Assistant/Advanced Practice Registered Nurse 1,29-1071,EEO4-Professionals,2,3110,P5212
PG,PG04,PG0422,B,27,Physician Assistant/Advanced Practice Registered Nurse 2,29-1071,EEO4-Professionals,2,3110,P5213
PG,PG04,PG0430,B,28,Medical Officer,29-1212,EEO4-Professionals,2,3060,P5217
PG,PG04,PG0450,B,22,Wildlife Veterinarian,29-1131,EEO4-Professionals,2,3250,P6149
PG,PG04,PG0461,B,22,Assistant State Veterinarian,29-1191,EEO4-Professionals,2,3250,P6463
PG,PG04,PG0462,B,24,State Veterinarian,29-1131,EEO4-Professionals,2,3250,P6464
PG,PG05,PG0511,B,17,Mental Health Clinician 1,21-1014,EEO4-Professionals,2,2000,P5336
PG,PG05,PG0512,B,19,Mental Health Clinician 2,21-1014,EEO4-Professionals,2,2000,P5337
PG,PG05,PG0513,B,21,Mental Health Clinician 3,21-1014,EEO4-Professionals,2,2000,P5338
PG,PG05,PG0514,B,23,Mental Health Clinician 4,21-1014,EEO4-Professionals,2,2000,P5339
PG,PG05,PG0527,B,17,Substance Abuse and Behavioral Health Counselor,21-1014,EEO4-Professionals,2,2000,K0163
PG,PG05,PG0530,B,24,Psychology Resident,19-3033,EEO4-Professionals,2,1821,N/A
PG,PG05,PG0531,B,25,Clinical Psychologist,19-3033,EEO4-Professionals,2,1821,N/A
PG,PG05,PG0532,B,26,Forensic Psychologist,19-3039,EEO4-Professionals,2,1825,N/A
PG,PG05,PG0533,B,27,Psychology Program Manager,19-3033,EEO4-Professionals,2,1821,N/A
PG,PG05,PG0540,B,23,Community Mental Health Services Program Administrator,11-9111,EEO4-Professionals,1,350,P5369
PG,PG05,PG0560,B,22,"Executive Director, Governor's Council on Disabilities and Special Education",11-1021,EEO4-Officials & Administrators,1,20,P5381
PG,PG05,PG0570,B,21,Regional Alcoholism Program Coordinator,11-9151,EEO4-Professionals,1,420,P5367
PG,PG06,PG0601,B,18,Disease Intervention Specialist 1,29-9099,EEO4-Professionals,3,3540,K0132
PG,PG06,PG0602,B,20,Disease Intervention Specialist 2,29-9099,EEO4-Professionals,3,3540,K0133
PG,PG06,PG0603,B,18,Epidemiology Specialist 1,19-1041,EEO4-Professionals,2,1650,K0130
PG,PG06,PG0604,B,20,Epidemiology Specialist 2,19-1041,EEO4-Professionals,2,1650,K0131
PG,PG06,PG0606,B,22,Public Health Scientist,19-1041,EEO4-Professionals,2,1650,K0146
PG,PG06,PG0610,A,11,Medical Transcriptionist,31-9094,EEO4-Administrative Support,6,3646,K0121
PG,PG06,PG0611,A,13,Medical Services Coding Technician,29-2071,EEO4-Paraprofessionals,3,3510,K0129
PG,PG06,PG0614,B,15,Cancer Registrar 1,29-9021,EEO4-Paraprofessionals,3,3510,K0141
PG,PG06,PG0615,B,16,Cancer Registrar 2,29-9021,EEO4-Paraprofessionals,3,3510,K0142
PG,PG06,PG0621,A,13,Dental Assistant,31-9091,EEO4-Service/Maintenance,8,3640,
PG,PG06,PG0622,A,21,Dental Hygienist,29-1292,EEO4-Technicians,3,3310,
PG,PG06,PG0625,D,16,Emergency Medical Technician,29-2042,EEO4-Technicians,3,3400,K0128
PG,PG06,PG0640,B,16,Industrial Therapist,29-1122,EEO4-Professionals,2,3150,P5440
PG,PG06,PG0651,B,21,Occupational Therapist 1,29-1122,EEO4-Professionals,2,3150,P5442
PG,PG06,PG0652,B,23,Occupational Therapist 2,29-1122,EEO4-Professionals,2,3150,P5441
PG,PG06,PG0660,B,18,Physical Therapist,29-1123,EEO4-Professionals,2,3160,P5446
PG,PG06,PG0681,B,14,Recreation Therapist 1,29-1125,EEO4-Professionals,2,3210,P5431
PG,PG06,PG0682,B,16,Recreation Therapist 2,29-1125,EEO4-Professionals,2,3210,P5432
PG,PG06,PG06A1,A,12,Pharmacy Technician 1,29-2052,EEO4-Paraprofessionals,3,3420,
PG,PG06,PG06A2,A,14,Pharmacy Technician 2,29-2052,EEO4-Paraprofessionals,3,3420,
PG,PG06,PG06Y1,B,14,Contact Tracer 1,19-1041,EEO4-Professionals,2,1650,N/A
PG,PG06,PG06Y2,B,16,Contact Tracer 2,19-1041,EEO4-Professionals,2,1650,N/A
PG,PG06,PG06Y3,B,19,Contact Tracer 3,19.1041,EEO4-Professionals,2,1650,N/A
PG,PG07,PG0711,A,14,Autopsy Technician,31-9092,EEO4-Technicians,8,3645,P5650
PG,PG07,PG0715,A,16,Autopsy Technician Supervisor,31-9092,EEO4-Technicians,8,3645,K0101
PG,PG07,PG0730,A,13,Laboratory Technician,19-4021,EEO4-Technicians,3,1910,P5630
PG,PG07,PG0741,B,14,Microbiologist 1,19-1022,EEO4-Professionals,2,1610,P5610
PG,PG07,PG0742,B,16,Microbiologist 2,19-1022,EEO4-Professionals,2,1610,P5611
PG,PG07,PG0743,B,18,Microbiologist 3,19-1022,EEO4-Professionals,2,1610,P5612
PG,PG07,PG0745,B,20,Clinical Laboratory Evaluation Specialist,19-1042,EEO4-Professionals,2,1650,K0143
PG,PG07,PG0746,B,22,Laboratory Quality Systems Manager,19-1099,EEO4-Professionals,2,1650,K0088
PG,PG07,PG0748,B,21,EH Biological Analysis Manager,19-1029,EEO4-Professionals,2,1610,K0002
PG,PG07,PG0749,B,23,"Chief, Environmental Health Laboratories",11-9199,EEO4-Professionals,1,430,P5625
PG,PG07,PG0751,B,17,Public Health Microbiologist 1,19-1022,EEO4-Professionals,2,1610,P5641
PG,PG07,PG0752,B,19,Public Health Microbiologist 2,19-1022,EEO4-Professionals,2,1610,P5642
PG,PG07,PG0753,B,21,Public Health Microbiologist 3,19-1022,EEO4-Professionals,2,1610,P5643
PG,PG07,PG0755,B,22,Public Health Laboratory Scientist,19-1029,EEO4-Professionals,2,1610,K0144
PG,PG07,PG0759,B,23,"Chief, Public Health Laboratories",11-9111,EEO4-Professionals,1,350,P5648
PH,PH01,PH0101,A,07,Fish and Wildlife Technician 1,19-4099,EEO4-Paraprofessionals,3,1965,P6112
PH,PH01,PH0102,A,09,Fish and Wildlife Technician 2,19-4099,EEO4-Paraprofessionals,3,1965,P6113
PH,PH01,PH0103,A,11,Fish and Wildlife Technician 3,19-4099,EEO4-Professionals,3,1965,P6114
PH,PH01,PH0104,A,13,Fish and Wildlife Technician 4,19-4099,EEO4-Paraprofessionals,3,1965,P6115
PH,PH01,PH0105,A,14,Fish and Wildlife Technician 5,19-4099,EEO4-Paraprofessionals,3,1965,P6116
PH,PH01,PH0108,A,12,Fish and Game Program Technician,19-4099,EEO4-Paraprofessionals,3,1965,P6100
PH,PH01,PH0109,B,14,Fish and Game Regulatory Program Assistant,27-3031,EEO4-Professionals,2,2825,P6150
PH,PH01,PH0111,B,14,Fishery Biologist 1,19-1023,EEO4-Professionals,2,1610,P6160
PH,PH01,PH0112,B,16,Fishery Biologist 2,19-1023,EEO4-Professionals,2,1610,P6161
PH,PH01,PH0113,B,18,Fishery Biologist 3,19-1023,EEO4-Professionals,2,1610,P6162
PH,PH01,PH0114,B,20,Fishery Biologist 4,19-1023,EEO4-Professionals,2,1610,P6163
PH,PH01,PH0121,B,14,Habitat Biologist 1,19-1023,EEO4-Professionals,2,1610,P6165
PH,PH01,PH0122,B,16,Habitat Biologist 2,19-1023,EEO4-Professionals,2,1610,P6166
PH,PH01,PH0123,B,18,Habitat Biologist 3,19-1023,EEO4-Professionals,2,1610,P6167
PH,PH01,PH0124,B,20,Habitat Biologist 4,19-1023,EEO4-Professionals,2,1610,P6168
PH,PH01,PH0131,B,14,Wildlife Biologist 1,19-1023,EEO4-Professionals,2,1610,P6141
PH,PH01,PH0132,B,16,Wildlife Biologist 2,19-1023,EEO4-Professionals,2,1610,P6142
PH,PH01,PH0133,B,18,Wildlife Biologist 3,19-1023,EEO4-Professionals,2,1610,P6143
PH,PH01,PH0134,B,20,Wildlife Biologist 4,19-1023,EEO4-Professionals,2,1610,P6144
PH,PH01,PH0141,B,17,Biometrician 1,19-1029,EEO4-Professionals,2,1610,P6135
PH,PH01,PH0142,B,19,Biometrician 2,19-1029,EEO4-Professionals,2,1610,P6136
PH,PH01,PH0143,B,20,Biometrician 3,19-1029,EEO4-Professionals,2,1610,P6137
PH,PH01,PH0144,B,22,Biometrician 4,19-1029,EEO4-Professionals,2,1610,P6138
PH,PH01,PH0151,B,14,Fish Culturist 1,45-2093,EEO4-Professionals,8,6050,P6125
PH,PH01,PH0152,B,16,Fish Culturist 2,45-2093,EEO4-Professionals,8,6050,P6126
PH,PH01,PH0153,B,18,Fish Culturist 3,45-2093,EEO4-Professionals,8,6050,P6127
PH,PH01,PH0157,B,20,Fish Pathologist,19-1023,EEO4-Professionals,2,1610,P6121
PH,PH01,PH0161,B,17,Fisheries Geneticist 1,19-1029,EEO4-Professionals,2,1610,P6183
PH,PH01,PH0162,B,19,Fisheries Geneticist 2,19-1029,EEO4-Professionals,2,1610,P6184
PH,PH01,PH0163,B,21,Fisheries Geneticist 3,19-1029,EEO4-Professionals,2,1610,P6185
PH,PH01,PH0166,B,22,Fisheries Scientist 1,19-1023,EEO4-Professionals,2,1610,P6156
PH,PH01,PH0167,B,24,Fisheries Scientist 2,19-1023,EEO4-Professionals,2,1610,P6157
PH,PH01,PH0171,B,17,Wildlife Physiologist 1,19-1021,EEO4-Professionals,2,1610,P6172
PH,PH01,PH0172,B,19,Wildlife Physiologist 2,19-1021,EEO4-Professionals,2,1610,P6173
PH,PH01,PH0173,B,21,Wildlife Physiologist 3,19-1021,EEO4-Professionals,2,1610,P6174
PH,PH01,PH0176,B,22,Wildlife Scientist 1,19-1023,EEO4-Professionals,2,1610,P6145
PH,PH01,PH0178,B,24,Wildlife Scientist 2,19-1023,EEO4-Professionals,2,1610,P6146
PH,PH01,PH0190,B,22,Fish and Game Coordinator,11-9121,EEO4-Professionals,1,360,P6164
PH,PH01,PH0191,B,22,"Assistant Director, Department of Fish and Game",11-9121,EEO4-Professionals,1,360,P6170
PH,PH01,PH0195,B,24,Extended Jurisdiction Program Manager,11-9121,EEO4-Professionals,1,360,P6152
PH,PH01,PH0198,B,21,"Executive Director 1, Boards of Fish & Game",11-9121,EEO4-Officials & Administrators,1,360,P6153
PH,PH01,PH0199,B,23,"Executive Director 2, Boards of Fisheries & Game",11-9121,EEO4-Officials & Administrators,1,360,P6154
PH,PH02,PH0211,B,16,Agronomist 1,19-1013,EEO4-Professionals,2,1600,P6450
PH,PH02,PH0212,B,18,Agronomist 2,19-1013,EEO4-Professionals,2,1600,P6451
PH,PH02,PH0213,B,20,Agronomist 3,19-1013,EEO4-Professionals,2,1600,P6452
PH,PH02,PH0220,B,16,Agricultural Inspector,45-2011,EEO4-Professionals,1,6010,P6445
PH,PH03,PH0301,A,10,Natural Resource Technician 1,19-4099,EEO4-Paraprofessionals,3,1965,P6631
PH,PH03,PH0302,A,12,Natural Resource Technician 2,19-4099,EEO4-Paraprofessionals,3,1965,P6632
PH,PH03,PH0303,A,14,Natural Resource Technician 3,19-4099,EEO4-Paraprofessionals,3,1965,P6633
PH,PH03,PH0311,B, 14 ,Natural Resource Specialist 1,19-1099,EEO4-Professionals,2,1650, P6641 
PH,PH03,PH0312,B,16,Natural Resource Specialist 2,19-1099,EEO4-Professionals,2,1650,P6642
PH,PH03,PH0313,B, 18 ,Natural Resource Specialist 3,19-1099,EEO4-Professionals,2,1650, P6643 
PH,PH03,PH0314,B, 21 ,Natural Resource Specialist 4,19-1099,EEO4-Professionals,2,1650, P6644 
PH,PH03,PH0315,B, 23 ,Natural Resource Specialist 5,19-1099,EEO4-Professionals,2,1650, P6645 
PH,PH03,PH0321,B, 18 ,Natural Resource Manager 1,11-9121,EEO4-Professionals,1,360, P6654 
PH,PH03,PH0322,B, 20 ,Natural Resource Manager 2,11-9121,EEO4-Professionals,1,360, P6655 
PH,PH03,PH0323,B, 22 ,Natural Resource Manager 3,11-9121,EEO4-Professionals,1,360, P6656 
PH,PH03,PH0351,A,08,Wildland Fire and Resource Technician 1,19-4071,EEO4-Technicians,3,1965,P6605
PH,PH03,PH0352,A,10,Wildland Fire and Resource Technician 2,19-4071,EEO4-Technicians,3,1965,P6606
PH,PH03,PH0353,A,12,Wildland Fire and Resource Technician 3,19-4071,EEO4-Technicians,3,1965,P6607
PH,PH03,PH0354,A,14,Wildland Fire and Resource Technician 4,19-4071,EEO4-Technicians,3,1965,P6608
PH,PH03,PH0355,A,15,Wildland Fire and Resource Technician 5,19-4071,EEO4-Technicians,3,1965,K0011
PH,PH03,PH0357,A,12,Wildland Forestry Technician 1,19-4071,EEO4-Technicians,3,1965,N/A
PH,PH03,PH0358,A,14,Wildland Forestry Technician 2,19-4071,EEO4-Technicians,3,1965,N/A
PH,PH03,PH0359,A,15,Wildland Forestry Technician 3,19-4071,EEO4-Technicians,3,1965,N/A
PH,PH03,PH0361,B,14,Forester 1,19-1032,EEO4-Professionals,2,1640,P6621
PH,PH03,PH0362,B,16,Forester 2,19-1032,EEO4-Professionals,2,1640,P6622
PH,PH03,PH0363,B,18,Forester 3,19-1032,EEO4-Professionals,3,1640,P6623
PH,PH03,PH0364,B,20,Forester 4,19-1032,EEO4-Professionals,3,1640,P6624
PH,PH03,PH0365,B,22,Forester 5,19-1032,EEO4-Professionals,2,1640,K0016
PH,PH03,PH0367,B,16,Fire Management Officer,19-1032,EEO4-Professionals,2,1640,N/A
PH,PH03,PH0380,C,56,Wildland Fire Support Services 1,43-5071,EEO4-Administrative Support,6,5610,K0152
PH,PH03,PH0381,C,55,Wildland Fire Support Services 2,43-5071,EEO4-Administrative Support,6,5610,K0153
PH,PH03,PH0382,C,54,Wildland Fire Support Services 3,43-5071,EEO4-Administrative Support,6,5610,K0154
PH,PH03,PH0383,C,53,Wildland Fire Support Services 4,43-5071,EEO4-Administrative Support,6,5610,K0155
PH,PH03,PH0384,C,52,Wildland Fire Support Services 5,43-5071,EEO4-Administrative Support,6,5610,K0156
PH,PH04,PH0410,B,14,Park Specialist,19-4099,EEO4-Paraprofessionals,3,1965,P6708
PH,PH04,PH0411,B,16,Park Ranger 1,33-9099,EEO4-Protective Service Workers - Nonsworn,5,3955,P6705
PH,PH04,PH0412,B,18,Park Ranger 2,33-9099,EEO4-Protective Service Workers - Nonsworn,5,3955,P6706
PH,PH04,PH0420,B,20,Park Superintendent,11-9121,EEO4-Professionals,1,360,P6707
PH,PH04,PH0451,A,11,Museum Protection and Visitor Services Assistant,33-9099,EEO4-Protective Service Workers - Nonsworn,5,3955,P3531
PH,PH04,PH0453,A,14,Museum Protection & Visitor Services Supervisor,33-9099,EEO4-Protective Service Workers - Nonsworn,5,3955,P3532
PH,PH04,PH0455,A,16,Museum Protection & Visitor Services Manager,33-9099,EEO4-Protective Service Workers - Nonsworn,5,3955,P3533
PI,PI01,PI0101,A,12,Criminal Justice Technician 1,43-9199,EEO4-Administrative Support,6,5940,P7011
PI,PI01,PI0102,A,14,Criminal Justice Technician 2,43-9199,EEO4-Administrative Support,6,5940,P7012
PI,PI01,PI0103,B,16,Criminal Justice Specialist,23-2099,EEO4-Professionals,6,2160,P7013
PI,PI01,PI0105,B,21,Criminal Justice Planner,13-1111,EEO4-Professionals,2,710,P2221
PI,PI01,PI0127,B,19,Legal Editor,27-3041,EEO4-Professionals,2,2830,N/A
PI,PI01,PI0129,A,18,Process Coordinator - Regulatory Commission of Alaska,23-2011,EEO4-Administrative Support,6,2145,P7103
PI,PI01,PI0146,A, 16 ,Law Office Manager,43-1011,EEO4-Administrative Support,6,5000,
PI,PI01,PI0151,A,09,Public Safety Technician 1,33-9099,EEO4-Protective Service Workers - Nonsworn,5,3955,P7725
PI,PI01,PI0152,A,11,Public Safety Technician 2,33-9099,EEO4-Protective Service Workers - Nonsworn,5,3955,P7726
PI,PI01,PI01A1,A,11,Law Office Assistant 1,43-6012,EEO4-Administrative Support,6,5700,
PI,PI01,PI01A2,A,13,Law Office Assistant 2,43-6012,EEO4-Administrative Support,6,5700,
PI,PI01,PI01A3,A,14,Law Office Assistant 3,43-6012,EEO4-Administrative Support,6,5700,
PI,PI01,PI01B1,A,14,Paralegal 1,23-2011,EEO4-Paraprofessionals,3,2145,
PI,PI01,PI01B2,A,16,Paralegal 2,23-2011,EEO4-Paraprofessionals,3,2145,
PI,PI01,PI01B3,A,17,Paralegal 3,23-2011,EEO4-Paraprofessionals,3,2145,
PI,PI01,PI01C1,B,19,Paralegal Specialist 1,23-2011,EEO4-Professionals,2,2145,
PI,PI01,PI01C2,B,20,Paralegal Specialist 2,23-2011,EEO4-Professionals,2,2145,
PI,PI01,PI01D1,B,19,Guardian ad Litem 1,23-2011,EEO4-Professionals,2,2145,
PI,PI01,PI01D2,B,20,Guardian ad Litem 2,23-2011,EEO4-Professionals,2,2145,
PI,PI02,PI0211,B,18,Attorney 1,23-1011,EEO4-Professionals,2,2100,P7142
PI,PI02,PI0212,B,20,Attorney 2,23-1011,EEO4-Professionals,2,2100,P7143
PI,PI02,PI0213,B,22,Attorney 3,23-1011,EEO4-Professionals,2,2100,P7144
PI,PI02,PI0214,B,24,Attorney 4,23-1011,EEO4-Professionals,2,2100,P7145
PI,PI02,PI0215,B,25,Attorney 5,23-1011,EEO4-Professionals,2,2100,P7146
PI,PI02,PI0216,B,26,Attorney 6,23-1011,EEO4-Professionals,2,2100,P7147
PI,PI02,PI0230,B,24,"Chief of Enforcement, ASCHR",23-1011,EEO4-Officials & Administrators,2,2100,P7170
PI,PI03,PI0301,B,25,Administrative Law Judge 2,23-1021,EEO4-Professionals,1,2100,P7232
PI,PI03,PI0302,B,24,Administrative Law Judge 1,23-1021,EEO4-Professionals,1,2100,P7233
PI,PI03,PI0303,B,25,Administrative Law Judge - Tax Qualified,23-1021,EEO4-Professionals,2,2100,K0119
PI,PI03,PI0304,B,26,Deputy Chief Administrative Law Judge,23-1021,EEO4-Officials & Administrators,2,2100,P7234
PI,PI03,PI0305,B,27,Chief Administrative Law Judge,23-1021,EEO4-Professionals,2,2100,P7234
PI,PI03,PI0311,B, 24 ,Hearing Examiner 1,23-1021,EEO4-Professionals,2,2100, P2380 
